 Tev(Myr)    type      Mo        Mt      log10(L)  log10(R) log10(Teff)  Mc        Menv              epoch      spin                                  
28434.4277    3.0000    0.7993    0.7987    0.5251    0.4332    3.6780    0.1558  5.8318E-01    -88.3534  1.2693E+01
28440.2949    3.0000    0.7993    0.7987    0.5304    0.4359    3.6779    0.1561  5.8642E-01    -88.3534  1.2529E+01
28446.1035    3.0000    0.7993    0.7987    0.5356    0.4387    3.6778    0.1564  5.8959E-01    -88.3534  1.2369E+01
28451.8535    3.0000    0.7993    0.7987    0.5408    0.4415    3.6777    0.1567  5.9269E-01    -88.3534  1.2210E+01
28457.5449    3.0000    0.7993    0.7986    0.5461    0.4443    3.6776    0.1570  5.9570E-01    -88.3534  1.2053E+01
28463.1816    3.0000    0.7993    0.7986    0.5513    0.4471    3.6776    0.1574  5.9864E-01    -88.3534  1.1899E+01
28468.7617    3.0000    0.7993    0.7986    0.5565    0.4499    3.6775    0.1577  6.0149E-01    -88.3534  1.1746E+01
28474.2852    3.0000    0.7993    0.7986    0.5618    0.4526    3.6774    0.1580  6.0425E-01    -88.3534  1.1596E+01
28479.7539    3.0000    0.7993    0.7986    0.5670    0.4554    3.6773    0.1583  6.0692E-01    -88.3534  1.1448E+01
28485.1680    3.0000    0.7993    0.7986    0.5723    0.4582    3.6772    0.1586  6.0949E-01    -88.3534  1.1302E+01
28490.5273    3.0000    0.7993    0.7986    0.5775    0.4610    3.6771    0.1589  6.1196E-01    -88.3534  1.1157E+01
28495.8340    3.0000    0.7993    0.7985    0.5827    0.4638    3.6770    0.1593  6.1432E-01    -88.3534  1.1015E+01
28501.0859    3.0000    0.7993    0.7985    0.5880    0.4666    3.6770    0.1596  6.1657E-01    -88.3534  1.0874E+01
28506.2871    3.0000    0.7993    0.7985    0.5932    0.4694    3.6769    0.1599  6.1871E-01    -88.3534  1.0736E+01
28511.4355    3.0000    0.7993    0.7985    0.5985    0.4722    3.6768    0.1602  6.2073E-01    -88.3534  1.0599E+01
28516.5332    3.0000    0.7993    0.7985    0.6037    0.4750    3.6767    0.1606  6.2262E-01    -88.3534  1.0464E+01
28521.5781    3.0000    0.7993    0.7985    0.6089    0.4778    3.6766    0.1609  6.2438E-01    -88.3534  1.0331E+01
28526.5742    3.0000    0.7993    0.7985    0.6142    0.4806    3.6765    0.1612  6.2601E-01    -88.3534  1.0199E+01
28531.5195    3.0000    0.7993    0.7984    0.6194    0.4835    3.6764    0.1615  6.2750E-01    -88.3534  1.0069E+01
28536.4160    3.0000    0.7993    0.7984    0.6246    0.4863    3.6763    0.1618  6.2885E-01    -88.3534  9.9415E+00
28541.2637    3.0000    0.7993    0.7984    0.6299    0.4891    3.6762    0.1622  6.3004E-01    -88.3534  9.8152E+00
28546.0625    3.0000    0.7993    0.7984    0.6351    0.4919    3.6761    0.1625  6.3108E-01    -88.3534  9.6905E+00
28550.8125    3.0000    0.7993    0.7984    0.6404    0.4947    3.6760    0.1628  6.3196E-01    -88.3534  9.5676E+00
28555.5156    3.0000    0.7993    0.7984    0.6456    0.4975    3.6759    0.1632  6.3267E-01    -88.3534  9.4462E+00
28560.1738    3.0000    0.7993    0.7983    0.6508    0.5004    3.6758    0.1635  6.3320E-01    -88.3534  9.3264E+00
28564.7832    3.0000    0.7993    0.7983    0.6561    0.5032    3.6757    0.1638  6.3356E-01    -88.3534  9.2082E+00
28569.3457    3.0000    0.7993    0.7983    0.6613    0.5060    3.6756    0.1641  6.3372E-01    -88.3534  9.0915E+00
28573.8633    3.0000    0.7993    0.7983    0.6665    0.5088    3.6755    0.1645  6.3370E-01    -88.3534  8.9764E+00
28578.3359    3.0000    0.7993    0.7983    0.6718    0.5117    3.6754    0.1648  6.3347E-01    -88.3534  8.8628E+00
28582.7656    3.0000    0.7993    0.7983    0.6770    0.5145    3.6753    0.1651  6.3312E-01    -88.3534  8.7506E+00
28587.1484    3.0000    0.7993    0.7982    0.6823    0.5173    3.6752    0.1655  6.3277E-01    -88.3534  8.6400E+00
28591.4883    3.0000    0.7993    0.7982    0.6875    0.5202    3.6751    0.1658  6.3242E-01    -88.3534  8.5307E+00
28595.7852    3.0000    0.7993    0.7982    0.6927    0.5230    3.6749    0.1661  6.3207E-01    -88.3534  8.4229E+00
28600.0391    3.0000    0.7993    0.7982    0.6980    0.5259    3.6748    0.1665  6.3172E-01    -88.3534  8.3165E+00
28604.2500    3.0000    0.7993    0.7982    0.7032    0.5287    3.6747    0.1668  6.3137E-01    -88.3534  8.2114E+00
28608.4180    3.0000    0.7993    0.7982    0.7084    0.5315    3.6746    0.1671  6.3101E-01    -88.3534  8.1078E+00
28612.5469    3.0000    0.7993    0.7981    0.7137    0.5344    3.6745    0.1675  6.3066E-01    -88.3534  8.0054E+00
28616.6328    3.0000    0.7993    0.7981    0.7189    0.5372    3.6744    0.1678  6.3031E-01    -88.3534  7.9044E+00
28620.6777    3.0000    0.7993    0.7981    0.7242    0.5401    3.6743    0.1681  6.2995E-01    -88.3534  7.8047E+00
28624.6816    3.0000    0.7993    0.7981    0.7294    0.5429    3.6741    0.1685  6.2959E-01    -88.3534  7.7063E+00
28628.6465    3.0000    0.7993    0.7981    0.7346    0.5458    3.6740    0.1688  6.2924E-01    -88.3534  7.6092E+00
28632.5703    3.0000    0.7993    0.7980    0.7399    0.5486    3.6739    0.1692  6.2888E-01    -88.3534  7.5133E+00
28636.4570    3.0000    0.7993    0.7980    0.7451    0.5515    3.6738    0.1695  6.2852E-01    -88.3534  7.4186E+00
28640.3047    3.0000    0.7993    0.7980    0.7503    0.5544    3.6737    0.1698  6.2816E-01    -88.3534  7.3252E+00
28644.1113    3.0000    0.7993    0.7980    0.7556    0.5572    3.6736    0.1702  6.2780E-01    -88.3534  7.2329E+00
28647.8828    3.0000    0.7993    0.7980    0.7608    0.5601    3.6734    0.1705  6.2743E-01    -88.3534  7.1419E+00
28651.6152    3.0000    0.7993    0.7979    0.7661    0.5630    3.6733    0.1709  6.2707E-01    -88.3534  7.0520E+00
28655.3105    3.0000    0.7993    0.7979    0.7713    0.5658    3.6732    0.1712  6.2671E-01    -88.3534  6.9632E+00
28658.9688    3.0000    0.7993    0.7979    0.7765    0.5687    3.6731    0.1716  6.2634E-01    -88.3534  6.8756E+00
28662.5898    3.0000    0.7993    0.7979    0.7818    0.5716    3.6729    0.1719  6.2598E-01    -88.3534  6.7891E+00
28666.1758    3.0000    0.7993    0.7979    0.7870    0.5744    3.6728    0.1723  6.2561E-01    -88.3534  6.7037E+00
28669.7246    3.0000    0.7993    0.7978    0.7922    0.5773    3.6727    0.1726  6.2525E-01    -88.3534  6.6194E+00
28673.2402    3.0000    0.7993    0.7978    0.7975    0.5802    3.6725    0.1729  6.2488E-01    -88.3534  6.5362E+00
28676.7188    3.0000    0.7993    0.7978    0.8027    0.5831    3.6724    0.1733  6.2451E-01    -88.3534  6.4541E+00
28680.1621    3.0000    0.7993    0.7978    0.8080    0.5860    3.6723    0.1736  6.2414E-01    -88.3534  6.3730E+00
28683.5723    3.0000    0.7993    0.7978    0.8132    0.5888    3.6721    0.1740  6.2377E-01    -88.3534  6.2929E+00
28686.9492    3.0000    0.7993    0.7977    0.8184    0.5917    3.6720    0.1743  6.2340E-01    -88.3534  6.2138E+00
28690.2910    3.0000    0.7993    0.7977    0.8237    0.5946    3.6719    0.1747  6.2302E-01    -88.3534  6.1358E+00
28693.5996    3.0000    0.7993    0.7977    0.8289    0.5975    3.6717    0.1750  6.2265E-01    -88.3534  6.0587E+00
28696.8750    3.0000    0.7993    0.7977    0.8342    0.6004    3.6716    0.1754  6.2228E-01    -88.3534  5.9826E+00
28700.1172    3.0000    0.7993    0.7977    0.8394    0.6033    3.6715    0.1758  6.2190E-01    -88.3534  5.9075E+00
28703.3281    3.0000    0.7993    0.7976    0.8446    0.6062    3.6713    0.1761  6.2153E-01    -88.3534  5.8333E+00
28706.5059    3.0000    0.7993    0.7976    0.8499    0.6091    3.6712    0.1765  6.2115E-01    -88.3534  5.7600E+00
28709.6523    3.0000    0.7993    0.7976    0.8551    0.6120    3.6711    0.1768  6.2077E-01    -88.3534  5.6877E+00
28712.7676    3.0000    0.7993    0.7976    0.8603    0.6149    3.6709    0.1772  6.2039E-01    -88.3534  5.6163E+00
28715.8496    3.0000    0.7993    0.7975    0.8656    0.6178    3.6708    0.1775  6.2001E-01    -88.3534  5.5458E+00
28718.9043    3.0000    0.7993    0.7975    0.8708    0.6207    3.6706    0.1779  6.1963E-01    -88.3534  5.4762E+00
28721.9258    3.0000    0.7993    0.7975    0.8761    0.6236    3.6705    0.1782  6.1925E-01    -88.3534  5.4075E+00
28724.9180    3.0000    0.7993    0.7975    0.8813    0.6265    3.6703    0.1786  6.1887E-01    -88.3534  5.3396E+00
28727.8809    3.0000    0.7993    0.7974    0.8865    0.6294    3.6702    0.1790  6.1849E-01    -88.3534  5.2726E+00
28730.8125    3.0000    0.7993    0.7974    0.8918    0.6323    3.6700    0.1793  6.1810E-01    -88.3534  5.2064E+00
28733.7168    3.0000    0.7993    0.7974    0.8970    0.6353    3.6699    0.1797  6.1772E-01    -88.3534  5.1411E+00
28736.5898    3.0000    0.7993    0.7974    0.9022    0.6382    3.6697    0.1800  6.1733E-01    -88.3534  5.0766E+00
28739.4355    3.0000    0.7993    0.7973    0.9075    0.6411    3.6696    0.1804  6.1694E-01    -88.3534  5.0129E+00
28742.2539    3.0000    0.7993    0.7973    0.9127    0.6440    3.6694    0.1808  6.1656E-01    -88.3534  4.9500E+00
28745.0410    3.0000    0.7993    0.7973    0.9180    0.6469    3.6693    0.1811  6.1617E-01    -88.3534  4.8878E+00
28747.8027    3.0000    0.7993    0.7973    0.9232    0.6499    3.6691    0.1815  6.1578E-01    -88.3534  4.8265E+00
28750.5371    3.0000    0.7993    0.7972    0.9284    0.6528    3.6690    0.1819  6.1539E-01    -88.3534  4.7659E+00
28753.2422    3.0000    0.7993    0.7972    0.9337    0.6557    3.6688    0.1822  6.1499E-01    -88.3534  4.7061E+00
28755.9219    3.0000    0.7993    0.7972    0.9389    0.6587    3.6687    0.1826  6.1460E-01    -88.3534  4.6470E+00
28758.5742    3.0000    0.7993    0.7972    0.9441    0.6616    3.6685    0.1830  6.1421E-01    -88.3534  4.5887E+00
28761.1992    3.0000    0.7993    0.7971    0.9494    0.6645    3.6683    0.1833  6.1381E-01    -88.3534  4.5311E+00
28763.7988    3.0000    0.7993    0.7971    0.9546    0.6675    3.6682    0.1837  6.1342E-01    -88.3534  4.4742E+00
28766.3711    3.0000    0.7993    0.7971    0.9599    0.6704    3.6680    0.1841  6.1302E-01    -88.3534  4.4180E+00
28768.9199    3.0000    0.7993    0.7971    0.9651    0.6734    3.6679    0.1844  6.1262E-01    -88.3534  4.3626E+00
28771.4414    3.0000    0.7993    0.7970    0.9703    0.6763    3.6677    0.1848  6.1222E-01    -88.3534  4.3078E+00
28773.9395    3.0000    0.7993    0.7970    0.9756    0.6792    3.6675    0.1852  6.1182E-01    -88.3534  4.2537E+00
28776.4102    3.0000    0.7993    0.7970    0.9808    0.6822    3.6674    0.1856  6.1142E-01    -88.3534  4.2003E+00
28778.8574    3.0000    0.7993    0.7969    0.9860    0.6851    3.6672    0.1859  6.1102E-01    -88.3534  4.1475E+00
28781.2812    3.0000    0.7993    0.7969    0.9913    0.6881    3.6670    0.1863  6.1062E-01    -88.3534  4.0954E+00
28783.6797    3.0000    0.7993    0.7969    0.9965    0.6911    3.6669    0.1867  6.1022E-01    -88.3534  4.0440E+00
28786.0547    3.0000    0.7993    0.7969    1.0018    0.6940    3.6667    0.1871  6.0981E-01    -88.3534  3.9932E+00
28788.4062    3.0000    0.7993    0.7968    1.0070    0.6970    3.6665    0.1874  6.0941E-01    -88.3534  3.9430E+00
28790.7324    3.0000    0.7993    0.7968    1.0122    0.6999    3.6664    0.1878  6.0900E-01    -88.3534  3.8934E+00
28793.0371    3.0000    0.7993    0.7968    1.0175    0.7029    3.6662    0.1882  6.0859E-01    -88.3534  3.8445E+00
28795.3184    3.0000    0.7993    0.7967    1.0227    0.7059    3.6660    0.1886  6.0818E-01    -88.3534  3.7962E+00
28797.5762    3.0000    0.7993    0.7967    1.0279    0.7088    3.6658    0.1889  6.0777E-01    -88.3534  3.7484E+00
28799.8125    3.0000    0.7993    0.7967    1.0332    0.7118    3.6657    0.1893  6.0736E-01    -88.3534  3.7013E+00
28802.0254    3.0000    0.7993    0.7967    1.0384    0.7148    3.6655    0.1897  6.0695E-01    -88.3534  3.6547E+00
28804.2168    3.0000    0.7993    0.7966    1.0437    0.7177    3.6653    0.1901  6.0654E-01    -88.3534  3.6088E+00
28806.3848    3.0000    0.7993    0.7966    1.0489    0.7207    3.6651    0.1905  6.0612E-01    -88.3534  3.5633E+00
28808.5332    3.0000    0.7993    0.7966    1.0541    0.7237    3.6650    0.1908  6.0571E-01    -88.3534  3.5185E+00
28810.6582    3.0000    0.7993    0.7965    1.0594    0.7267    3.6648    0.1912  6.0529E-01    -88.3534  3.4742E+00
28812.7637    3.0000    0.7993    0.7965    1.0646    0.7297    3.6646    0.1916  6.0488E-01    -88.3534  3.4305E+00
28814.8477    3.0000    0.7993    0.7965    1.0699    0.7326    3.6644    0.1920  6.0446E-01    -88.3534  3.3873E+00
28816.9102    3.0000    0.7993    0.7964    1.0751    0.7356    3.6642    0.1924  6.0404E-01    -88.3534  3.3446E+00
28818.9531    3.0000    0.7993    0.7964    1.0803    0.7386    3.6640    0.1928  6.0362E-01    -88.3534  3.3025E+00
28820.9746    3.0000    0.7993    0.7964    1.0856    0.7416    3.6639    0.1932  6.0320E-01    -88.3534  3.2609E+00
28822.9766    3.0000    0.7993    0.7963    1.0908    0.7446    3.6637    0.1936  6.0277E-01    -88.3534  3.2198E+00
28824.9590    3.0000    0.7993    0.7963    1.0960    0.7476    3.6635    0.1939  6.0235E-01    -88.3534  3.1792E+00
28826.9199    3.0000    0.7993    0.7963    1.1013    0.7506    3.6633    0.1943  6.0193E-01    -88.3534  3.1391E+00
28828.8613    3.0000    0.7993    0.7962    1.1065    0.7536    3.6631    0.1947  6.0150E-01    -88.3534  3.0995E+00
28830.7852    3.0000    0.7993    0.7962    1.1118    0.7566    3.6629    0.1951  6.0107E-01    -88.3534  3.0604E+00
