 Tev(Myr)    type      Mo        Mt      log10(L)  log10(R) log10(Teff)  Mc        Menv              epoch      spin                                  
   37.2921    2.0000    7.9652    7.9652    3.7129    1.8521    3.7655    1.6083  1.0000E-10     -0.2722  3.0429E+01
   37.2960    2.0000    7.9652    7.9652    3.7042    1.8931    3.7428    1.6094  1.0000E-10     -0.2728  2.5503E+01
   37.2999    2.0000    7.9651    7.9651    3.6956    1.9341    3.7201    1.6104  1.0000E-10     -0.2734  2.1366E+01
   37.3037    2.0000    7.9650    7.9650    3.6869    1.9751    3.6975    1.6115  1.9116E-03     -0.2741  1.6740E+01
   37.3076    2.0000    7.9649    7.9649    3.6782    2.0160    3.6748    1.6126  7.0929E-02     -0.2748  9.2994E+00
   37.3114    2.0000    7.9649    7.9649    3.6695    2.0570    3.6521    1.6136  6.1860E-01     -0.2756  3.8347E+00
   37.3153    2.0000    7.9648    7.9648    3.6608    2.0980    3.6294    1.6147  2.9919E+00     -0.2764  1.5166E+00
   37.3154    2.0000    7.9648    7.9648    3.6604    2.0998    3.6285    1.6148  3.1750E+00     -0.2765  1.4590E+00
   37.3154    3.0000    7.9648    7.9648    3.6605    2.0998    3.6285    1.6148  3.1753E+00     -0.2765  1.4588E+00
   37.3159    3.0000    7.9648    7.9648    3.6659    2.1037    3.6279    1.6148  3.2176E+00     -0.2765  1.4296E+00
   37.3164    3.0000    7.9648    7.9647    3.6714    2.1076    3.6273    1.6148  3.2601E+00     -0.2765  1.4010E+00
   37.3169    3.0000    7.9648    7.9647    3.6768    2.1115    3.6267    1.6148  3.3029E+00     -0.2765  1.3730E+00
   37.3174    3.0000    7.9648    7.9647    3.6823    2.1154    3.6261    1.6148  3.3459E+00     -0.2765  1.3456E+00
   37.3179    3.0000    7.9648    7.9647    3.6877    2.1193    3.6255    1.6148  3.3891E+00     -0.2765  1.3188E+00
   37.3183    3.0000    7.9648    7.9647    3.6932    2.1232    3.6249    1.6148  3.4325E+00     -0.2765  1.2925E+00
   37.3188    3.0000    7.9648    7.9647    3.6987    2.1272    3.6244    1.6148  3.4762E+00     -0.2765  1.2668E+00
   37.3193    3.0000    7.9648    7.9647    3.7041    2.1311    3.6238    1.6148  3.5201E+00     -0.2765  1.2417E+00
   37.3197    3.0000    7.9648    7.9647    3.7096    2.1350    3.6232    1.6148  3.5642E+00     -0.2765  1.2171E+00
   37.3202    3.0000    7.9648    7.9646    3.7150    2.1389    3.6226    1.6148  3.6085E+00     -0.2765  1.1929E+00
   37.3206    3.0000    7.9648    7.9646    3.7205    2.1428    3.6220    1.6149  3.6530E+00     -0.2765  1.1693E+00
   37.3211    3.0000    7.9648    7.9646    3.7259    2.1467    3.6214    1.6149  3.6977E+00     -0.2765  1.1462E+00
   37.3215    3.0000    7.9648    7.9646    3.7314    2.1506    3.6208    1.6149  3.7426E+00     -0.2765  1.1236E+00
   37.3219    3.0000    7.9648    7.9646    3.7368    2.1545    3.6202    1.6149  3.7876E+00     -0.2765  1.1014E+00
   37.3224    3.0000    7.9648    7.9646    3.7423    2.1584    3.6196    1.6149  3.8328E+00     -0.2765  1.0797E+00
   37.3228    3.0000    7.9648    7.9646    3.7478    2.1623    3.6190    1.6149  3.8782E+00     -0.2765  1.0585E+00
   37.3232    3.0000    7.9648    7.9645    3.7532    2.1662    3.6185    1.6149  3.9238E+00     -0.2765  1.0377E+00
   37.3236    3.0000    7.9648    7.9645    3.7587    2.1702    3.6179    1.6149  3.9694E+00     -0.2765  1.0173E+00
   37.3240    3.0000    7.9648    7.9645    3.7641    2.1741    3.6173    1.6149  4.0153E+00     -0.2765  9.9733E-01
   37.3245    3.0000    7.9648    7.9645    3.7696    2.1780    3.6167    1.6149  4.0612E+00     -0.2765  9.7778E-01
   37.3249    3.0000    7.9648    7.9645    3.7750    2.1819    3.6161    1.6149  4.1072E+00     -0.2765  9.5863E-01
   37.3253    3.0000    7.9648    7.9645    3.7805    2.1858    3.6155    1.6149  4.1534E+00     -0.2765  9.3988E-01
   37.3257    3.0000    7.9648    7.9645    3.7860    2.1897    3.6149    1.6149  4.1997E+00     -0.2765  9.2151E-01
   37.3260    3.0000    7.9648    7.9644    3.7914    2.1936    3.6143    1.6149  4.2460E+00     -0.2765  9.0351E-01
   37.3264    3.0000    7.9648    7.9644    3.7969    2.1976    3.6137    1.6150  4.2924E+00     -0.2765  8.8589E-01
   37.3268    3.0000    7.9648    7.9644    3.8023    2.2015    3.6131    1.6150  4.3389E+00     -0.2765  8.6862E-01
   37.3272    3.0000    7.9648    7.9644    3.8078    2.2054    3.6125    1.6150  4.3854E+00     -0.2765  8.5171E-01
   37.3276    3.0000    7.9648    7.9644    3.8132    2.2093    3.6119    1.6150  4.4319E+00     -0.2765  8.3514E-01
   37.3279    3.0000    7.9648    7.9644    3.8187    2.2133    3.6113    1.6150  4.4785E+00     -0.2765  8.1890E-01
   37.3283    3.0000    7.9648    7.9643    3.8241    2.2172    3.6107    1.6150  4.5251E+00     -0.2765  8.0300E-01
   37.3287    3.0000    7.9648    7.9643    3.8296    2.2211    3.6101    1.6150  4.5716E+00     -0.2765  7.8741E-01
   37.3290    3.0000    7.9648    7.9643    3.8351    2.2250    3.6095    1.6150  4.6181E+00     -0.2765  7.7215E-01
   37.3294    3.0000    7.9648    7.9643    3.8405    2.2290    3.6089    1.6150  4.6646E+00     -0.2765  7.5718E-01
   37.3298    3.0000    7.9648    7.9643    3.8460    2.2329    3.6083    1.6150  4.7111E+00     -0.2765  7.4252E-01
   37.3301    3.0000    7.9648    7.9643    3.8514    2.2368    3.6077    1.6150  4.7574E+00     -0.2765  7.2816E-01
   37.3305    3.0000    7.9648    7.9642    3.8569    2.2407    3.6071    1.6150  4.8037E+00     -0.2765  7.1408E-01
   37.3308    3.0000    7.9648    7.9642    3.8623    2.2447    3.6065    1.6150  4.8498E+00     -0.2765  7.0029E-01
   37.3311    3.0000    7.9648    7.9642    3.8678    2.2486    3.6059    1.6150  4.8959E+00     -0.2765  6.8677E-01
   37.3315    3.0000    7.9648    7.9642    3.8732    2.2525    3.6053    1.6150  4.9417E+00     -0.2765  6.7352E-01
   37.3318    3.0000    7.9648    7.9642    3.8787    2.2565    3.6047    1.6150  4.9874E+00     -0.2765  6.6053E-01
   37.3321    3.0000    7.9648    7.9641    3.8842    2.2604    3.6041    1.6151  5.0330E+00     -0.2765  6.4780E-01
   37.3325    3.0000    7.9648    7.9641    3.8896    2.2643    3.6035    1.6151  5.0782E+00     -0.2765  6.3533E-01
   37.3328    3.0000    7.9648    7.9641    3.8951    2.2683    3.6029    1.6151  5.1233E+00     -0.2765  6.2310E-01
   37.3331    3.0000    7.9648    7.9641    3.9005    2.2722    3.6023    1.6151  5.1681E+00     -0.2765  6.1111E-01
   37.3334    3.0000    7.9648    7.9641    3.9060    2.2761    3.6017    1.6151  5.2126E+00     -0.2765  5.9936E-01
   37.3337    3.0000    7.9648    7.9640    3.9114    2.2801    3.6011    1.6151  5.2568E+00     -0.2765  5.8785E-01
   37.3341    3.0000    7.9648    7.9640    3.9169    2.2840    3.6005    1.6151  5.3007E+00     -0.2765  5.7655E-01
   37.3344    3.0000    7.9648    7.9640    3.9224    2.2879    3.5999    1.6151  5.3442E+00     -0.2765  5.6549E-01
   37.3347    3.0000    7.9648    7.9640    3.9278    2.2919    3.5993    1.6151  5.3873E+00     -0.2765  5.5463E-01
   37.3350    3.0000    7.9648    7.9640    3.9333    2.2958    3.5987    1.6151  5.4300E+00     -0.2765  5.4399E-01
   37.3353    3.0000    7.9648    7.9639    3.9387    2.2997    3.5981    1.6151  5.4723E+00     -0.2765  5.3356E-01
   37.3356    3.0000    7.9648    7.9639    3.9442    2.3037    3.5975    1.6151  5.5140E+00     -0.2765  5.2334E-01
   37.3359    3.0000    7.9648    7.9639    3.9496    2.3076    3.5969    1.6151  5.5553E+00     -0.2765  5.1331E-01
   37.3362    3.0000    7.9648    7.9639    3.9551    2.3116    3.5963    1.6151  5.5960E+00     -0.2765  5.0347E-01
   37.3364    3.0000    7.9648    7.9639    3.9605    2.3155    3.5957    1.6151  5.6361E+00     -0.2765  4.9383E-01
   37.3367    3.0000    7.9648    7.9638    3.9660    2.3195    3.5950    1.6151  5.6756E+00     -0.2765  4.8438E-01
   37.3370    3.0000    7.9648    7.9638    3.9715    2.3234    3.5944    1.6151  5.7145E+00     -0.2765  4.7510E-01
   37.3373    3.0000    7.9648    7.9638    3.9769    2.3273    3.5938    1.6151  5.7527E+00     -0.2765  4.6601E-01
   37.3376    3.0000    7.9648    7.9638    3.9824    2.3313    3.5932    1.6151  5.7901E+00     -0.2765  4.5709E-01
   37.3378    3.0000    7.9648    7.9637    3.9878    2.3352    3.5926    1.6152  5.8268E+00     -0.2765  4.4835E-01
   37.3381    3.0000    7.9648    7.9637    3.9933    2.3392    3.5920    1.6152  5.8627E+00     -0.2765  4.3977E-01
   37.3384    3.0000    7.9648    7.9637    3.9987    2.3431    3.5914    1.6152  5.8977E+00     -0.2765  4.3135E-01
   37.3386    3.0000    7.9648    7.9637    4.0042    2.3471    3.5908    1.6152  5.9318E+00     -0.2765  4.2310E-01
   37.3389    3.0000    7.9648    7.9636    4.0096    2.3510    3.5902    1.6152  5.9650E+00     -0.2765  4.1501E-01
   37.3392    3.0000    7.9648    7.9636    4.0151    2.3550    3.5896    1.6152  5.9972E+00     -0.2765  4.0707E-01
   37.3394    3.0000    7.9648    7.9636    4.0206    2.3589    3.5889    1.6152  6.0284E+00     -0.2765  3.9928E-01
   37.3397    3.0000    7.9648    7.9636    4.0260    2.3629    3.5883    1.6152  6.0585E+00     -0.2765  3.9164E-01
   37.3399    3.0000    7.9648    7.9635    4.0315    2.3668    3.5877    1.6152  6.0874E+00     -0.2765  3.8414E-01
   37.3402    3.0000    7.9648    7.9635    4.0369    2.3708    3.5871    1.6152  6.1152E+00     -0.2765  3.7679E-01
   37.3404    3.0000    7.9648    7.9635    4.0424    2.3747    3.5865    1.6152  6.1417E+00     -0.2765  3.6957E-01
   37.3407    3.0000    7.9648    7.9634    4.0478    2.3787    3.5859    1.6152  6.1669E+00     -0.2765  3.6250E-01
   37.3409    3.0000    7.9648    7.9634    4.0533    2.3826    3.5853    1.6152  6.1908E+00     -0.2765  3.5555E-01
   37.3411    3.0000    7.9648    7.9634    4.0588    2.3866    3.5847    1.6152  6.2132E+00     -0.2765  3.4874E-01
   37.3414    3.0000    7.9648    7.9634    4.0642    2.3906    3.5840    1.6152  6.2342E+00     -0.2765  3.4205E-01
   37.3416    3.0000    7.9648    7.9633    4.0697    2.3945    3.5834    1.6152  6.2536E+00     -0.2765  3.3549E-01
   37.3419    3.0000    7.9648    7.9633    4.0751    2.3985    3.5828    1.6152  6.2714E+00     -0.2765  3.2906E-01
   37.3421    3.0000    7.9648    7.9633    4.0806    2.4024    3.5822    1.6152  6.2875E+00     -0.2765  3.2274E-01
   37.3423    3.0000    7.9648    7.9632    4.0860    2.4064    3.5816    1.6152  6.3019E+00     -0.2765  3.1654E-01
   37.3425    3.0000    7.9648    7.9632    4.0915    2.4103    3.5810    1.6152  6.3145E+00     -0.2765  3.1046E-01
   37.3428    3.0000    7.9648    7.9632    4.0969    2.4143    3.5804    1.6152  6.3252E+00     -0.2765  3.0449E-01
   37.3430    3.0000    7.9648    7.9631    4.1024    2.4183    3.5797    1.6152  6.3339E+00     -0.2765  2.9863E-01
   37.3432    3.0000    7.9648    7.9631    4.1079    2.4222    3.5791    1.6152  6.3406E+00     -0.2765  2.9288E-01
   37.3434    3.0000    7.9648    7.9631    4.1133    2.4262    3.5785    1.6152  6.3451E+00     -0.2765  2.8723E-01
   37.3436    3.0000    7.9648    7.9630    4.1188    2.4301    3.5779    1.6153  6.3475E+00     -0.2765  2.8170E-01
   37.3438    4.0000    7.9648    7.9630    4.1217    2.4323    3.5776    1.6153  6.3478E+00     -0.2765  2.7877E-01
   37.3882    4.0000    7.9648    7.9558    4.1013    2.4176    3.5798    1.6208  6.3351E+00     -0.2765  2.9857E-01
   37.4327    4.0000    7.9648    7.9493    4.0820    2.4038    3.5819    1.6263  6.3230E+00     -0.2765  3.1867E-01
   37.4772    4.0000    7.9648    7.9432    4.0636    2.3906    3.5839    1.6318  6.3114E+00     -0.2765  3.3898E-01
   37.5216    4.0000    7.9648    7.9376    4.0463    2.3781    3.5858    1.6373  6.3003E+00     -0.2765  3.5942E-01
   37.5661    4.0000    7.9648    7.9324    4.0299    2.3663    3.5876    1.6428  6.2896E+00     -0.2765  3.7989E-01
   37.6106    4.0000    7.9648    7.9275    4.0144    2.3552    3.5892    1.6483  6.2792E+00     -0.2765  4.0029E-01
   37.6550    4.0000    7.9648    7.9229    3.9998    2.3448    3.5908    1.6538  6.2692E+00     -0.2765  4.2054E-01
   37.6995    4.0000    7.9648    7.9186    3.9860    2.3349    3.5923    1.6593  6.2594E+00     -0.2765  4.4054E-01
   37.7440    4.0000    7.9648    7.9146    3.9731    2.3257    3.5937    1.6648  6.2498E+00     -0.2765  4.6020E-01
   37.7884    4.0000    7.9648    7.9107    3.9610    2.3170    3.5950    1.6703  6.2405E+00     -0.2765  4.7942E-01
   37.8329    4.0000    7.9648    7.9071    3.9497    2.3090    3.5962    1.6758  6.2313E+00     -0.2765  4.9813E-01
   37.8774    4.0000    7.9648    7.9036    3.9392    2.3014    3.5974    1.6813  6.2223E+00     -0.2765  5.1624E-01
   37.9218    4.0000    7.9648    7.9003    3.9294    2.2944    3.5984    1.6868  6.2135E+00     -0.2765  5.3368E-01
   37.9663    4.0000    7.9648    7.8971    3.9203    2.2879    3.5994    1.6923  6.2048E+00     -0.2765  5.5039E-01
   38.0108    4.0000    7.9648    7.8940    3.9119    2.2819    3.6003    1.6978  6.1962E+00     -0.2765  5.6631E-01
   38.0553    4.0000    7.9648    7.8910    3.9042    2.2764    3.6011    1.7033  6.1877E+00     -0.2765  5.8139E-01
   38.0997    4.0000    7.9648    7.8881    3.8970    2.2714    3.6019    1.7088  6.1794E+00     -0.2765  5.9558E-01
   38.1442    4.0000    7.9648    7.8853    3.8905    2.2667    3.6025    1.7143  6.1711E+00     -0.2765  6.0886E-01
   38.1887    4.0000    7.9648    7.8826    3.8846    2.2625    3.6032    1.7198  6.1629E+00     -0.2765  6.2121E-01
   38.2331    4.0000    7.9648    7.8800    3.8792    2.2587    3.6037    1.7253  6.1547E+00     -0.2765  6.3260E-01
   38.2776    4.0000    7.9648    7.8774    3.8743    2.2552    3.6042    1.7308  6.1466E+00     -0.2765  6.4304E-01
   38.3221    4.0000    7.9648    7.8748    3.8699    2.2521    3.6047    1.7363  6.1386E+00     -0.2765  6.5252E-01
   38.3665    4.0000    7.9648    7.8723    3.8660    2.2493    3.6051    1.7418  6.1306E+00     -0.2765  6.6106E-01
   38.4110    4.0000    7.9648    7.8699    3.8625    2.2469    3.6055    1.7473  6.1226E+00     -0.2765  6.6868E-01
   38.4555    4.0000    7.9648    7.8675    3.8595    2.2448    3.6058    1.7528  6.1147E+00     -0.2765  6.7540E-01
   38.5000    4.0000    7.9648    7.8651    3.8568    2.2429    3.6060    1.7583  6.1068E+00     -0.2765  6.8126E-01
   38.5444    4.0000    7.9648    7.8627    3.8545    2.2413    3.6063    1.7638  6.0990E+00     -0.2765  6.8629E-01
   38.5889    4.0000    7.9648    7.8604    3.8526    2.2399    3.6064    1.7693  6.0911E+00     -0.2765  6.9054E-01
   38.6334    4.0000    7.9648    7.8581    3.8509    2.2388    3.6066    1.7748  6.0833E+00     -0.2765  6.9406E-01
   38.6778    4.0000    7.9648    7.8558    3.8495    2.2379    3.6067    1.7803  6.0755E+00     -0.2765  6.9689E-01
   38.7223    4.0000    7.9648    7.8535    3.8484    2.2371    3.6068    1.7858  6.0677E+00     -0.2765  6.9911E-01
   38.7668    4.0000    7.9648    7.8512    3.8475    2.2365    3.6069    1.7913  6.0599E+00     -0.2765  7.0076E-01
   38.8112    4.0000    7.9648    7.8489    3.8469    2.2361    3.6069    1.7968  6.0522E+00     -0.2765  7.0190E-01
   38.8557    4.0000    7.9648    7.8467    3.8464    2.2358    3.6070    1.8023  6.0444E+00     -0.2765  7.0261E-01
   38.9002    4.0000    7.9648    7.8444    3.8460    2.2356    3.6070    1.8078  6.0366E+00     -0.2765  7.0294E-01
   38.9446    4.0000    7.9648    7.8422    3.8458    2.2354    3.6070    1.8133  6.0289E+00     -0.2765  7.0296E-01
   38.9891    4.0000    7.9648    7.8399    3.8456    2.2354    3.6070    1.8188  6.0211E+00     -0.2765  7.0274E-01
   39.0336    4.0000    7.9648    7.8376    3.8456    2.2354    3.6070    1.8243  6.0134E+00     -0.2765  7.0234E-01
   39.0781    4.0000    7.9648    7.8354    3.8456    2.2354    3.6069    1.8298  6.0056E+00     -0.2765  7.0183E-01
   39.1225    4.0000    7.9648    7.8331    3.8735    2.2177    3.6228    1.8353  3.3028E+00     -0.2765  1.0249E+00
   39.1601    4.0000    7.9648    7.8311    3.8913    2.1762    3.6480    1.8399  6.0824E-01     -0.2765  2.6089E+00
   39.2000    4.0000    7.9648    7.8291    3.9028    2.1349    3.6715    1.8448  5.4829E-02     -0.2765  6.0474E+00
   39.2444    4.0000    7.9648    7.8269    3.9125    2.0920    3.6954    1.8503  4.7998E-04     -0.2765  9.9202E+00
   39.2889    4.0000    7.9648    7.8248    3.9205    2.0523    3.7172    1.8558  1.0000E-10     -0.2765  1.1921E+01
   39.3334    4.0000    7.9648    7.8228    3.9273    2.0157    3.7373    1.8614  1.0000E-10     -0.2765  1.3815E+01
   39.3778    4.0000    7.9648    7.8209    3.9334    1.9820    3.7556    1.8669  1.0000E-10     -0.2765  1.5815E+01
   39.4223    4.0000    7.9648    7.8191    3.9389    1.9511    3.7724    1.8724  1.0000E-10     -0.2765  1.7891E+01
   39.4668    4.0000    7.9648    7.8174    3.9440    1.9230    3.7878    1.8779  1.0000E-10     -0.2765  2.0012E+01
   39.5113    4.0000    7.9648    7.8157    3.9487    1.8975    3.8017    1.8834  1.0000E-10     -0.2765  2.2143E+01
   39.5557    4.0000    7.9648    7.8141    3.9531    1.8744    3.8143    1.8889  1.0000E-10     -0.2765  2.4248E+01
   39.6002    4.0000    7.9648    7.8126    3.9572    1.8537    3.8258    1.8944  1.0000E-10     -0.2765  2.6295E+01
   39.6447    4.0000    7.9648    7.8110    3.9612    1.8351    3.8360    1.8999  1.0000E-10     -0.2765  2.8250E+01
   39.6891    4.0000    7.9648    7.8096    3.9649    1.8187    3.8452    1.9054  1.0000E-10     -0.2765  3.0084E+01
   39.7336    4.0000    7.9648    7.8081    3.9685    1.8042    3.8533    1.9109  1.0000E-10     -0.2765  3.1773E+01
   39.7781    4.0000    7.9648    7.8067    3.9719    1.7916    3.8605    1.9164  1.0000E-10     -0.2765  3.3297E+01
   39.8225    4.0000    7.9648    7.8053    3.9752    1.7806    3.8667    1.9219  1.0000E-10     -0.2765  3.4643E+01
   39.8670    4.0000    7.9648    7.8039    3.9783    1.7713    3.8722    1.9274  1.0000E-10     -0.2765  3.5801E+01
   39.9115    4.0000    7.9648    7.8025    3.9814    1.7634    3.8769    1.9329  1.0000E-10     -0.2765  3.6769E+01
   39.9559    4.0000    7.9648    7.8011    3.9843    1.7569    3.8809    1.9384  1.0000E-10     -0.2765  3.7549E+01
   40.0004    4.0000    7.9648    7.7997    3.9872    1.7516    3.8843    1.9439  1.0000E-10     -0.2765  3.8148E+01
   40.0449    4.0000    7.9648    7.7984    3.9900    1.7474    3.8871    1.9494  1.0000E-10     -0.2765  3.8577E+01
   40.0894    4.0000    7.9648    7.7970    3.9927    1.7441    3.8894    1.9549  1.0000E-10     -0.2765  3.8850E+01
   40.1338    4.0000    7.9648    7.7956    3.9953    1.7417    3.8912    1.9604  1.0000E-10     -0.2765  3.8983E+01
   40.1783    4.0000    7.9648    7.7943    3.9979    1.7401    3.8927    1.9659  1.0000E-10     -0.2765  3.8996E+01
   40.2228    4.0000    7.9648    7.7929    4.0004    1.7390    3.8939    1.9714  1.0000E-10     -0.2765  3.8910E+01
   40.2672    4.0000    7.9648    7.7915    4.0028    1.7383    3.8948    1.9769  1.0000E-10     -0.2765  3.8744E+01
   40.3117    4.0000    7.9648    7.7901    4.0052    1.7380    3.8955    1.9824  1.0000E-10     -0.2765  3.8520E+01
   40.3562    4.0000    7.9648    7.7887    4.0075    1.7380    3.8962    1.9879  1.0000E-10     -0.2765  3.8259E+01
   40.4006    4.0000    7.9648    7.7873    4.0098    1.7380    3.8967    1.9934  1.0000E-10     -0.2765  3.7982E+01
   40.4451    4.0000    7.9648    7.7859    4.0120    1.7381    3.8972    1.9989  1.0000E-10     -0.2765  3.7697E+01
   40.4896    4.0000    7.9648    7.7844    4.0142    1.7383    3.8977    2.0044  1.0000E-10     -0.2765  3.7387E+01
   40.5340    4.0000    7.9648    7.7830    4.0164    1.7389    3.8979    2.0099  1.0000E-10     -0.2765  3.7033E+01
   40.5785    4.0000    7.9648    7.7815    4.0185    1.7398    3.8980    2.0154  1.0000E-10     -0.2765  3.6617E+01
   40.6230    4.0000    7.9648    7.7801    4.0206    1.7412    3.8978    2.0209  1.0000E-10     -0.2765  3.6122E+01
   40.6675    4.0000    7.9648    7.7786    4.0226    1.7433    3.8973    2.0264  1.0000E-10     -0.2765  3.5531E+01
   40.7119    4.0000    7.9648    7.7771    4.0246    1.7462    3.8963    2.0319  1.0000E-10     -0.2765  3.4831E+01
   40.7564    4.0000    7.9648    7.7756    4.0266    1.7500    3.8949    2.0374  1.0000E-10     -0.2765  3.4009E+01
   40.8009    4.0000    7.9648    7.7741    4.0285    1.7548    3.8930    2.0429  1.0000E-10     -0.2765  3.3057E+01
   40.8453    4.0000    7.9648    7.7725    4.0304    1.7607    3.8905    2.0484  1.0000E-10     -0.2765  3.1969E+01
   40.8898    4.0000    7.9648    7.7710    4.0323    1.7680    3.8874    2.0539  1.0000E-10     -0.2765  3.0743E+01
