 Tev(Myr)    type      Mo        Mt      log10(L)  log10(R) log10(Teff)  Mc        Menv              epoch      spin                                  
   19.7138    4.0000   11.8131   11.2010    4.5997    1.9221    3.9521    3.5040  1.0000E-10     -0.3014  1.0196E+01
   19.7341    4.0000   11.8131   11.1958    4.6014    1.9571    3.9351    3.5127  1.0000E-10     -0.3014  8.5862E+00
   19.7544    4.0000   11.8131   11.1902    4.6032    1.9955    3.9163    3.5214  1.0000E-10     -0.3014  7.1073E+00
   19.7742    4.0000   11.8131   11.1843    4.6048    2.0363    3.8963    3.5298  1.0000E-10     -0.3014  5.8087E+00
   19.7924    4.0000   11.8131   11.1784    4.6064    2.0773    3.8762    3.5377  1.0000E-10     -0.3014  4.7420E+00
   19.8094    4.0000   11.8131   11.1724    4.6078    2.1183    3.8561    3.5449  1.0000E-10     -0.3014  3.8658E+00
   19.8254    4.0000   11.8131   11.1663    4.6091    2.1594    3.8358    3.5518  1.0000E-10     -0.3014  3.1462E+00
   19.8405    4.0000   11.8131   11.1601    4.6103    2.2006    3.8155    3.5582  1.0000E-10     -0.3014  2.5559E+00
   19.8548    4.0000   11.8131   11.1537    4.6115    2.2419    3.7952    3.5644  1.0000E-10     -0.3014  2.0721E+00
   19.8683    4.0000   11.8131   11.1472    4.6126    2.2829    3.7750    3.5701  1.0000E-10     -0.3014  1.6803E+00
   19.8812    4.0000   11.8131   11.1405    4.6136    2.3239    3.7547    3.5756  1.0000E-10     -0.3014  1.3602E+00
   19.8935    4.0000   11.8131   11.1335    4.6146    2.3648    3.7345    3.5809  1.0000E-10     -0.3014  1.0989E+00
   19.9054    4.0000   11.8131   11.1263    4.6155    2.4059    3.7142    3.5860  1.0000E-10     -0.3014  8.8596E-01
   19.9168    4.0000   11.8131   11.1187    4.6164    2.4469    3.6939    3.5909  1.0000E-10     -0.3014  7.1262E-01
   19.9277    4.0000   11.8131   11.1108    4.6172    2.4879    3.6736    3.5956  1.0000E-10     -0.3014  5.7177E-01
   19.9384    4.0000   11.8131   11.1026    4.6181    2.5290    3.6533    3.6001  9.6974E-08     -0.3014  4.5745E-01
   19.9486    4.0000   11.8131   11.0940    4.6189    2.5701    3.6329    3.6045  4.6282E-03     -0.3014  3.3155E-01
   19.9586    4.0000   11.8131   11.0849    4.6196    2.6112    3.6126    3.6088  1.2272E-01     -0.3014  1.6849E-01
   19.9682    4.0000   11.8131   11.0754    4.6204    2.6523    3.5922    3.6129  9.4368E-01     -0.3014  6.7250E-02
   19.9777    4.0000   11.8131   11.0653    4.6211    2.6938    3.5716    3.6169  4.2943E+00     -0.3014  2.6526E-02
   19.9803    5.0000   11.8131   11.0623    4.6213    2.7055    3.5658    3.6181  6.1888E+00     -0.3014  2.0696E-02
   19.9833    5.0000   11.8131   11.0588    4.6323    2.7129    3.5649    3.6181  6.0796E+00     -0.3014  1.9906E-02
   19.9862    5.0000   11.8131   11.0552    4.6432    2.7203    3.5639    3.6181  5.9720E+00     -0.3014  1.9138E-02
   19.9891    5.0000   11.8131   11.0515    4.6542    2.7277    3.5630    3.6181  5.8659E+00     -0.3014  1.8392E-02
   19.9919    5.0000   11.8131   11.0477    4.6652    2.7351    3.5620    3.6181  5.7613E+00     -0.3014  1.7668E-02
   19.9947    5.0000   11.8131   11.0438    4.6761    2.7425    3.5610    3.6181  5.6582E+00     -0.3014  1.6965E-02
   19.9974    5.0000   11.8131   11.0398    4.6871    2.7499    3.5601    3.6181  5.5597E+00     -0.3014  1.6277E-02
   20.0001    5.0000   11.8131   11.0357    4.6981    2.7579    3.5588    3.6181  5.5553E+00     -0.3014  1.5433E-02
   20.0027    5.0000   11.8131   11.0314    4.7090    2.7659    3.5576    3.6181  5.5507E+00     -0.3014  1.4628E-02
   20.0052    5.0000   11.8131   11.0271    4.7200    2.7738    3.5564    3.6181  5.5460E+00     -0.3014  1.3858E-02
   20.0077    5.0000   11.8131   11.0227    4.7310    2.7818    3.5551    3.6181  5.5412E+00     -0.3014  1.3125E-02
   20.0102    5.0000   11.8131   11.0181    4.7419    2.7898    3.5539    3.6181  5.5363E+00     -0.3014  1.2426E-02
   20.0126    5.0000   11.8131   11.0135    4.7529    2.7977    3.5526    3.6181  5.5312E+00     -0.3014  1.1761E-02
   20.0149    5.0000   11.8131   11.0087    4.7639    2.8057    3.5514    3.6181  5.5261E+00     -0.3014  1.1128E-02
   20.0172    5.0000   11.8131   11.0038    4.7748    2.8137    3.5501    3.6181  5.5207E+00     -0.3014  1.0526E-02
   20.0195    5.0000   11.8131   10.9987    4.7858    2.8217    3.5489    3.6181  5.5153E+00     -0.3014  9.9545E-03
   20.0217    5.0000   11.8131   10.9935    4.7968    2.8297    3.5476    3.6181  5.5096E+00     -0.3014  9.4120E-03
   20.0239    5.0000   11.8131   10.9882    4.8077    2.8377    3.5464    3.6181  5.5039E+00     -0.3014  8.8975E-03
   20.0260    5.0000   11.8131   10.9828    4.8187    2.8457    3.5451    3.6181  5.4980E+00     -0.3014  8.4099E-03
   20.0281    5.0000   11.8131   10.9772    4.8297    2.8537    3.5439    3.6181  5.4919E+00     -0.3014  7.9482E-03
   20.0301    5.0000   11.8131   10.9714    4.8406    2.8617    3.5426    3.6181  5.4857E+00     -0.3014  7.5112E-03
   20.0321    5.0000   11.8131   10.9655    4.8516    2.8697    3.5413    3.6181  5.4793E+00     -0.3014  7.0978E-03
   20.0341    5.0000   11.8131   10.9595    4.8626    2.8777    3.5401    3.6181  5.4728E+00     -0.3014  6.7072E-03
   20.0360    5.0000   11.8131   10.9533    4.8735    2.8857    3.5388    3.6181  5.4661E+00     -0.3014  6.3381E-03
   20.0379    5.0000   11.8131   10.9469    4.8845    2.8937    3.5375    3.6181  5.4592E+00     -0.3014  5.9896E-03
   20.0398    5.0000   11.8131   10.9404    4.8955    2.9018    3.5363    3.6181  5.4521E+00     -0.3014  5.6608E-03
   20.0416    5.0000   11.8131   10.9336    4.9064    2.9098    3.5350    3.6181  5.4449E+00     -0.3014  5.3505E-03
   20.0433    5.0000   11.8131   10.9268    4.9174    2.9178    3.5337    3.6181  5.4374E+00     -0.3014  5.0580E-03
   20.0451    5.0000   11.8131   10.9197    4.9284    2.9259    3.5324    3.6181  5.4298E+00     -0.3014  4.7822E-03
   20.0468    5.0000   11.8131   10.9124    4.9393    2.9339    3.5311    3.6181  5.4220E+00     -0.3014  4.5224E-03
   20.0485    5.0000   11.8131   10.9050    4.9503    2.9420    3.5299    3.6181  5.4140E+00     -0.3014  4.2775E-03
   20.0501    5.0000   11.8131   10.8973    4.9613    2.9500    3.5286    3.6181  5.4057E+00     -0.3014  4.0469E-03
   20.0517    5.0000   11.8131   10.8895    4.9722    2.9581    3.5273    3.6181  5.3973E+00     -0.3014  3.8296E-03
   20.0533    5.0000   11.8131   10.8814    4.9832    2.9662    3.5260    3.6181  5.3886E+00     -0.3014  3.6250E-03
   20.0548    5.0000   11.8131   10.8732    4.9942    2.9742    3.5247    3.6181  5.3797E+00     -0.3014  3.4324E-03
   20.0563    5.0000   11.8131   10.8647    5.0051    2.9823    3.5234    3.6181  5.3706E+00     -0.3014  3.2509E-03
   20.0578    5.0000   11.8131   10.8560    5.0161    2.9904    3.5221    3.6181  5.3612E+00     -0.3014  3.0800E-03
   20.0592    5.0000   11.8131   10.8470    5.0271    2.9985    3.5208    3.6181  5.3516E+00     -0.3014  2.9191E-03
   20.0607    5.0000   11.8131   10.8379    5.0380    3.0066    3.5195    3.6181  5.3418E+00     -0.3014  2.7675E-03
   20.0620    5.0000   11.8131   10.8284    5.0490    3.0147    3.5182    3.6181  5.3317E+00     -0.3014  2.6246E-03
   20.0625   13.0000   11.8131    1.4629    0.4117   -4.8539    6.2931    1.4629  1.0000E-10     20.0625  2.0000E+08
   20.1625   13.0000   11.8131    1.4629    0.4117   -4.8539    6.2931    1.4629  1.0000E-10     20.0625  2.0000E+08
   21.1625   13.0000   11.8131    1.4629   -1.6711   -4.8539    5.7724    1.4629  1.0000E-10     20.0625  2.0000E+08
   31.1625   13.0000   11.8131    1.4629   -3.6789   -4.8539    5.2705    1.4629  1.0000E-10     20.0625  2.0000E+08
  131.1625   13.0000   11.8131    1.4629   -5.6797   -4.8539    4.7703    1.4629  1.0000E-10     20.0625  2.0000E+08
  631.1625   13.0000   11.8131    1.4629   -7.1605   -4.8539    4.4001    1.4629  1.0000E-10     20.0625  2.0000E+08
 1131.1625   13.0000   11.8131    1.4629   -7.6798   -4.8539    4.2703    1.4629  1.0000E-10     20.0625  2.0000E+08
 1631.1625   13.0000   11.8131    1.4629   -8.0025   -4.8539    4.1896    1.4629  1.0000E-10     20.0625  2.0000E+08
 2131.1624   13.0000   11.8131    1.4629   -8.2373   -4.8539    4.1309    1.4629  1.0000E-10     20.0625  2.0000E+08
 2631.1624   13.0000   11.8131    1.4629   -8.4219   -4.8539    4.0847    1.4629  1.0000E-10     20.0625  2.0000E+08
 3131.1624   13.0000   11.8131    1.4629   -8.5741   -4.8539    4.0467    1.4629  1.0000E-10     20.0625  2.0000E+08
 3631.1624   13.0000   11.8131    1.4629   -8.7036   -4.8539    4.0143    1.4629  1.0000E-10     20.0625  2.0000E+08
 4131.1626   13.0000   11.8131    1.4629   -8.8162   -4.8539    3.9862    1.4629  1.0000E-10     20.0625  2.0000E+08
 4631.1626   13.0000   11.8131    1.4629   -8.9159   -4.8539    3.9612    1.4629  1.0000E-10     20.0625  2.0000E+08
 5131.1626   13.0000   11.8131    1.4629   -9.0053   -4.8539    3.9389    1.4629  1.0000E-10     20.0625  2.0000E+08
 5631.1626   13.0000   11.8131    1.4629   -9.0864   -4.8539    3.9186    1.4629  1.0000E-10     20.0625  2.0000E+08
 6131.1626   13.0000   11.8131    1.4629   -9.1605   -4.8539    3.9001    1.4629  1.0000E-10     20.0625  2.0000E+08
 6631.1626   13.0000   11.8131    1.4629   -9.2288   -4.8539    3.8830    1.4629  1.0000E-10     20.0625  2.0000E+08
 7131.1626   13.0000   11.8131    1.4629   -9.2922   -4.8539    3.8672    1.4629  1.0000E-10     20.0625  2.0000E+08
 7631.1626   13.0000   11.8131    1.4629   -9.3512   -4.8539    3.8524    1.4629  1.0000E-10     20.0625  2.0000E+08
 8131.1626   13.0000   11.8131    1.4629   -9.4064   -4.8539    3.8386    1.4629  1.0000E-10     20.0625  2.0000E+08
 8631.1621   13.0000   11.8131    1.4629   -9.4584   -4.8539    3.8256    1.4629  1.0000E-10     20.0625  2.0000E+08
 9131.1621   13.0000   11.8131    1.4629   -9.5074   -4.8539    3.8133    1.4629  1.0000E-10     20.0625  2.0000E+08
 9631.1621   13.0000   11.8131    1.4629   -9.5538   -4.8539    3.8017    1.4629  1.0000E-10     20.0625  2.0000E+08
10131.1621   13.0000   11.8131    1.4629   -9.5979   -4.8539    3.7907    1.4629  1.0000E-10     20.0625  2.0000E+08
10631.1621   13.0000   11.8131    1.4629   -9.6398   -4.8539    3.7803    1.4629  1.0000E-10     20.0625  2.0000E+08
11131.1621   13.0000   11.8131    1.4629   -9.6798   -4.8539    3.7703    1.4629  1.0000E-10     20.0625  2.0000E+08
11631.1621   13.0000   11.8131    1.4629   -9.7180   -4.8539    3.7607    1.4629  1.0000E-10     20.0625  2.0000E+08
12000.0000   13.0000   11.8131    1.4629   -9.7452   -4.8539    3.7539    1.4629  1.0000E-10     20.0625  2.0000E+08
