 Tev(Myr)    type      Mo        Mt      log10(L)  log10(R) log10(Teff)  Mc        Menv              epoch      spin                                  
   18.1955    4.0000   11.8131   11.6212    4.4305    2.5915    3.5752    2.8543  8.7669E+00     -0.3014  1.5927E-01
   18.2158    4.0000   11.8131   11.6099    4.4227    2.5859    3.5760    2.8630  8.7469E+00     -0.3014  1.6341E-01
   18.2361    4.0000   11.8131   11.5990    4.4155    2.5809    3.5767    2.8716  8.7273E+00     -0.3014  1.6721E-01
   18.2563    4.0000   11.8131   11.5884    4.4091    2.5763    3.5774    2.8803  8.7081E+00     -0.3014  1.7067E-01
   18.2766    4.0000   11.8131   11.5780    4.4032    2.5722    3.5780    2.8890  8.6891E+00     -0.3014  1.7379E-01
   18.2969    4.0000   11.8131   11.5680    4.3980    2.5685    3.5785    2.8977  8.6703E+00     -0.3014  1.7656E-01
   18.3172    4.0000   11.8131   11.5581    4.3933    2.5652    3.5790    2.9063  8.6518E+00     -0.3014  1.7900E-01
   18.3375    4.0000   11.8131   11.5485    4.3892    2.5623    3.5794    2.9150  8.6334E+00     -0.3014  1.8110E-01
   18.3577    4.0000   11.8131   11.5390    4.3855    2.5598    3.5798    2.9237  8.6153E+00     -0.3014  1.8289E-01
   18.3780    4.0000   11.8131   11.5296    4.3823    2.5576    3.5801    2.9324  8.5972E+00     -0.3014  1.8437E-01
   18.3983    4.0000   11.8131   11.5204    4.3796    2.5557    3.5803    2.9411  8.5793E+00     -0.3014  1.8555E-01
   18.4186    4.0000   11.8131   11.5113    4.3773    2.5542    3.5805    2.9497  8.5615E+00     -0.3014  1.8646E-01
   18.4389    4.0000   11.8131   11.5022    4.3753    2.5529    3.5807    2.9584  8.5438E+00     -0.3014  1.8712E-01
   18.4592    4.0000   11.8131   11.4933    4.3737    2.5518    3.5808    2.9671  8.5262E+00     -0.3014  1.8753E-01
   18.4794    4.0000   11.8131   11.4844    4.3724    2.5510    3.5809    2.9758  8.5086E+00     -0.3014  1.8773E-01
   18.4997    4.0000   11.8131   11.4755    4.3713    2.5504    3.5809    2.9845  8.4911E+00     -0.3014  1.8773E-01
   18.5200    4.0000   11.8131   11.4667    4.3705    2.5499    3.5809    2.9931  8.4736E+00     -0.3014  1.8756E-01
   18.5403    4.0000   11.8131   11.4579    4.3699    2.5496    3.5809    3.0018  8.4561E+00     -0.3014  1.8724E-01
   18.5606    4.0000   11.8131   11.4492    4.3695    2.5495    3.5809    3.0105  8.4387E+00     -0.3014  1.8679E-01
   18.5808    4.0000   11.8131   11.4404    4.3693    2.5494    3.5809    3.0192  8.4212E+00     -0.3014  1.8624E-01
   18.6011    4.0000   11.8131   11.4317    4.3691    2.5494    3.5808    3.0279  8.4038E+00     -0.3014  1.8561E-01
   18.6214    4.0000   11.8131   11.4229    4.3690    2.5495    3.5808    3.0365  8.3864E+00     -0.3014  1.8492E-01
   18.6417    4.0000   11.8131   11.4142    4.3690    2.5496    3.5807    3.0452  8.3690E+00     -0.3014  1.8420E-01
   18.6620    4.0000   11.8131   11.4055    4.4042    2.5125    3.6081    3.0539  2.2740E+00     -0.3014  4.0693E-01
   18.6735    4.0000   11.8131   11.4004    4.4172    2.4694    3.6329    3.0588  3.1076E-01     -0.3014  1.0427E+00
   18.6854    4.0000   11.8131   11.3953    4.4266    2.4264    3.6567    3.0639  1.3840E-02     -0.3014  2.1242E+00
   18.6977    4.0000   11.8131   11.3903    4.4344    2.3836    3.6801    3.0692  2.7661E-06     -0.3014  2.8778E+00
   18.7105    4.0000   11.8131   11.3854    4.4412    2.3409    3.7031    3.0747  1.0000E-10     -0.3014  3.3920E+00
   18.7239    4.0000   11.8131   11.3806    4.4474    2.2983    3.7260    3.0804  1.0000E-10     -0.3014  3.9941E+00
   18.7378    4.0000   11.8131   11.3760    4.4532    2.2560    3.7486    3.0864  1.0000E-10     -0.3014  4.7021E+00
   18.7524    4.0000   11.8131   11.3713    4.4587    2.2138    3.7711    3.0926  1.0000E-10     -0.3014  5.5338E+00
   18.7678    4.0000   11.8131   11.3668    4.4640    2.1717    3.7934    3.0992  1.0000E-10     -0.3014  6.5096E+00
   18.7840    4.0000   11.8131   11.3622    4.4691    2.1299    3.8156    3.1061  1.0000E-10     -0.3014  7.6526E+00
   18.8012    4.0000   11.8131   11.3577    4.4741    2.0883    3.8377    3.1135  1.0000E-10     -0.3014  8.9888E+00
   18.8214    4.0000   11.8131   11.3528    4.4796    2.0428    3.8618    3.1221  1.0000E-10     -0.3014  1.0716E+01
   18.8417    4.0000   11.8131   11.3481    4.4848    2.0009    3.8840    3.1308  1.0000E-10     -0.3014  1.2590E+01
   18.8620    4.0000   11.8131   11.3437    4.4896    1.9626    3.9044    3.1395  1.0000E-10     -0.3014  1.4583E+01
   18.8823    4.0000   11.8131   11.3396    4.4941    1.9277    3.9229    3.1482  1.0000E-10     -0.3014  1.6664E+01
   18.9026    4.0000   11.8131   11.3357    4.4984    1.8960    3.9399    3.1569  1.0000E-10     -0.3014  1.8793E+01
   18.9228    4.0000   11.8131   11.3320    4.5025    1.8674    3.9552    3.1655  1.0000E-10     -0.3014  2.0931E+01
   18.9431    4.0000   11.8131   11.3284    4.5064    1.8417    3.9690    3.1742  1.0000E-10     -0.3014  2.3035E+01
   18.9634    4.0000   11.8131   11.3250    4.5102    1.8188    3.9814    3.1829  1.0000E-10     -0.3014  2.5065E+01
   18.9837    4.0000   11.8131   11.3216    4.5138    1.7985    3.9925    3.1916  1.0000E-10     -0.3014  2.6983E+01
   19.0040    4.0000   11.8131   11.3184    4.5173    1.7806    4.0023    3.2003  1.0000E-10     -0.3014  2.8758E+01
   19.0243    4.0000   11.8131   11.3152    4.5206    1.7650    4.0109    3.2089  1.0000E-10     -0.3014  3.0361E+01
   19.0445    4.0000   11.8131   11.3121    4.5239    1.7515    4.0185    3.2176  1.0000E-10     -0.3014  3.1772E+01
   19.0648    4.0000   11.8131   11.3090    4.5271    1.7401    4.0250    3.2263  1.0000E-10     -0.3014  3.2980E+01
   19.0851    4.0000   11.8131   11.3060    4.5301    1.7304    4.0306    3.2350  1.0000E-10     -0.3014  3.3976E+01
   19.1054    4.0000   11.8131   11.3030    4.5331    1.7224    4.0353    3.2436  1.0000E-10     -0.3014  3.4764E+01
   19.1257    4.0000   11.8131   11.3000    4.5360    1.7159    4.0393    3.2523  1.0000E-10     -0.3014  3.5348E+01
   19.1459    4.0000   11.8131   11.2970    4.5388    1.7108    4.0426    3.2610  1.0000E-10     -0.3014  3.5741E+01
   19.1662    4.0000   11.8131   11.2941    4.5416    1.7068    4.0453    3.2697  1.0000E-10     -0.3014  3.5961E+01
   19.1865    4.0000   11.8131   11.2911    4.5443    1.7039    4.0474    3.2784  1.0000E-10     -0.3014  3.6026E+01
   19.2068    4.0000   11.8131   11.2881    4.5469    1.7018    4.0491    3.2870  1.0000E-10     -0.3014  3.5965E+01
   19.2271    4.0000   11.8131   11.2852    4.5495    1.7002    4.0505    3.2957  1.0000E-10     -0.3014  3.5817E+01
   19.2474    4.0000   11.8131   11.2822    4.5520    1.6992    4.0516    3.3044  1.0000E-10     -0.3014  3.5584E+01
   19.2676    4.0000   11.8131   11.2792    4.5545    1.6987    4.0526    3.3131  1.0000E-10     -0.3014  3.5292E+01
   19.2879    4.0000   11.8131   11.2761    4.5569    1.6983    4.0533    3.3218  1.0000E-10     -0.3014  3.4965E+01
   19.3082    4.0000   11.8131   11.2731    4.5593    1.6980    4.0541    3.3304  1.0000E-10     -0.3014  3.4625E+01
   19.3285    4.0000   11.8131   11.2700    4.5616    1.6979    4.0547    3.3391  1.0000E-10     -0.3014  3.4272E+01
   19.3488    4.0000   11.8131   11.2669    4.5639    1.6979    4.0553    3.3478  1.0000E-10     -0.3014  3.3886E+01
   19.3690    4.0000   11.8131   11.2638    4.5661    1.6984    4.0556    3.3565  1.0000E-10     -0.3014  3.3445E+01
   19.3893    4.0000   11.8131   11.2607    4.5683    1.6994    4.0556    3.3652  1.0000E-10     -0.3014  3.2928E+01
   19.4096    4.0000   11.8131   11.2575    4.5705    1.7012    4.0553    3.3738  1.0000E-10     -0.3014  3.2318E+01
   19.4299    4.0000   11.8131   11.2544    4.5727    1.7038    4.0545    3.3825  1.0000E-10     -0.3014  3.1598E+01
   19.4502    4.0000   11.8131   11.2511    4.5748    1.7075    4.0532    3.3912  1.0000E-10     -0.3014  3.0755E+01
   19.4705    4.0000   11.8131   11.2479    4.5769    1.7123    4.0513    3.3999  1.0000E-10     -0.3014  2.9778E+01
   19.4907    4.0000   11.8131   11.2446    4.5789    1.7185    4.0487    3.4086  1.0000E-10     -0.3014  2.8661E+01
   19.5110    4.0000   11.8131   11.2412    4.5809    1.7263    4.0454    3.4172  1.0000E-10     -0.3014  2.7403E+01
   19.5313    4.0000   11.8131   11.2378    4.5829    1.7357    4.0412    3.4259  1.0000E-10     -0.3014  2.6007E+01
   19.5516    4.0000   11.8131   11.2342    4.5849    1.7469    4.0360    3.4346  1.0000E-10     -0.3014  2.4480E+01
   19.5719    4.0000   11.8131   11.2306    4.5868    1.7602    4.0299    3.4433  1.0000E-10     -0.3014  2.2838E+01
   19.5921    4.0000   11.8131   11.2269    4.5887    1.7755    4.0227    3.4520  1.0000E-10     -0.3014  2.1100E+01
   19.6124    4.0000   11.8131   11.2231    4.5906    1.7933    4.0143    3.4606  1.0000E-10     -0.3014  1.9289E+01
   19.6327    4.0000   11.8131   11.2191    4.5924    1.8134    4.0047    3.4693  1.0000E-10     -0.3014  1.7434E+01
   19.6530    4.0000   11.8131   11.2149    4.5943    1.8362    3.9937    3.4780  1.0000E-10     -0.3014  1.5565E+01
   19.6733    4.0000   11.8131   11.2105    4.5961    1.8618    3.9814    3.4867  1.0000E-10     -0.3014  1.3714E+01
   19.6936    4.0000   11.8131   11.2059    4.5979    1.8904    3.9675    3.4953  1.0000E-10     -0.3014  1.1914E+01
