 Tev(Myr)    type      Mo        Mt      log10(L)  log10(R) log10(Teff)  Mc        Menv              epoch      spin                                  
    7.7957    8.0000    8.7010    8.6151    5.3357   -0.0202    5.1073    6.1827  1.0000E-10      7.0623  6.3006E-10
    7.7966    8.0000    8.7010    8.6106    5.3412   -0.0175    5.1073    6.1983  1.0000E-10      7.0623  6.3160E-10
    7.7975    8.0000    8.7010    8.6061    5.3467   -0.0147    5.1073    6.2139  1.0000E-10      7.0623  6.3311E-10
    7.7984    8.0000    8.7010    8.6015    5.3521   -0.0119    5.1073    6.2295  1.0000E-10      7.0623  6.3459E-10
    7.7992    8.0000    8.7010    8.5969    5.3576   -0.0090    5.1072    6.2452  1.0000E-10      7.0623  6.3605E-10
    7.8001    8.0000    8.7010    8.5923    5.3630   -0.0061    5.1071    6.2609  1.0000E-10      7.0623  6.3747E-10
    7.8009    8.0000    8.7010    8.5876    5.3685   -0.0031    5.1069    6.2767  1.0000E-10      7.0623  6.3886E-10
    7.8018    8.0000    8.7010    8.5828    5.3739    0.0001    5.1067    6.2924  1.0000E-10      7.0623  6.4020E-10
    7.8026    8.0000    8.7010    8.5780    5.3794    0.0032    5.1065    6.3083  1.0000E-10      7.0623  6.4150E-10
    7.8034    8.0000    8.7010    8.5732    5.3849    0.0065    5.1062    6.3241  1.0000E-10      7.0623  6.4275E-10
    7.8043    8.0000    8.7010    8.5683    5.3903    0.0099    5.1059    6.3401  1.0000E-10      7.0623  6.4394E-10
    7.8051    8.0000    8.7010    8.5634    5.3958    0.0134    5.1055    6.3560  1.0000E-10      7.0623  6.4507E-10
    7.8059    8.0000    8.7010    8.5585    5.4012    0.0170    5.1051    6.3720  1.0000E-10      7.0623  6.4614E-10
    7.8060   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
    7.9060   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
    8.9060   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
   18.9060   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
  118.9060   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
  618.9061   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 1118.9060   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 1618.9060   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 2118.9060   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 2618.9060   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 3118.9060   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 3618.9060   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 4118.9062   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 4618.9062   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 5118.9062   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 5618.9062   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 6118.9062   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 6618.9062   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 7118.9062   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 7618.9062   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 8118.9062   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 8618.9062   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 9118.9062   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
 9618.9062   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
10118.9062   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
10618.9062   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
11118.9062   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
11618.9062   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
12000.0000   14.0000    8.7010    5.7944  -10.0000   -4.6096    3.5681    5.7944  1.0000E-10      7.8060  2.0000E+08
