 Tev(Myr)    type      Mo        Mt      log10(L)  log10(R) log10(Teff)  Mc        Menv              epoch      spin                                  
11350.7568    2.0000    0.9997    0.9997    0.3706    0.2897    3.7110    0.1336  2.1135E-01    -11.7555  7.7986E+01
11379.7422    2.0000    0.9997    0.9997    0.3743    0.2963    3.7087    0.1354  2.3161E-01    -12.9145  7.2909E+01
11408.7314    2.0000    0.9997    0.9997    0.3780    0.3029    3.7063    0.1373  2.5349E-01    -14.1047  6.8131E+01
11437.7236    2.0000    0.9996    0.9996    0.3816    0.3095    3.7039    0.1392  2.7712E-01    -15.3268  6.3642E+01
11466.7188    2.0000    0.9996    0.9996    0.3853    0.3161    3.7015    0.1410  3.0259E-01    -16.5818  5.9428E+01
11495.7168    2.0000    0.9996    0.9996    0.3891    0.3227    3.6992    0.1429  3.3003E-01    -17.8705  5.5478E+01
11524.7188    2.0000    0.9996    0.9996    0.3928    0.3293    3.6968    0.1448  3.5956E-01    -19.1939  5.1777E+01
11553.7236    2.0000    0.9995    0.9995    0.3965    0.3359    3.6944    0.1466  3.9131E-01    -20.5528  4.8314E+01
11582.7324    2.0000    0.9995    0.9995    0.4002    0.3425    3.6920    0.1485  4.2543E-01    -21.9484  4.5076E+01
11582.7881    2.0000    0.9995    0.9995    0.4002    0.3425    3.6920    0.1485  4.2550E-01    -21.9511  4.5070E+01
11582.7891    3.0000    0.9995    0.9995    0.4002    0.3425    3.6920    0.1485  4.2550E-01    -21.9511  4.5069E+01
11590.2461    3.0000    0.9995    0.9995    0.4054    0.3453    3.6920    0.1488  4.3050E-01    -21.9511  4.4426E+01
11597.6289    3.0000    0.9995    0.9995    0.4106    0.3480    3.6919    0.1491  4.3551E-01    -21.9511  4.3793E+01
11604.9365    3.0000    0.9995    0.9995    0.4159    0.3507    3.6919    0.1494  4.4056E-01    -21.9511  4.3169E+01
11612.1719    3.0000    0.9995    0.9995    0.4211    0.3535    3.6918    0.1497  4.4563E-01    -21.9511  4.2555E+01
11619.3350    3.0000    0.9995    0.9995    0.4264    0.3562    3.6917    0.1500  4.5072E-01    -21.9511  4.1951E+01
11626.4268    3.0000    0.9995    0.9994    0.4316    0.3590    3.6917    0.1503  4.5584E-01    -21.9511  4.1357E+01
11633.4473    3.0000    0.9995    0.9994    0.4368    0.3617    3.6916    0.1506  4.6099E-01    -21.9511  4.0771E+01
11640.3975    3.0000    0.9995    0.9994    0.4421    0.3645    3.6916    0.1509  4.6615E-01    -21.9511  4.0195E+01
11647.2783    3.0000    0.9995    0.9994    0.4473    0.3672    3.6915    0.1512  4.7134E-01    -21.9511  3.9627E+01
11654.0898    3.0000    0.9995    0.9994    0.4525    0.3700    3.6914    0.1515  4.7655E-01    -21.9511  3.9069E+01
11660.8340    3.0000    0.9995    0.9994    0.4578    0.3727    3.6914    0.1518  4.8179E-01    -21.9511  3.8519E+01
11667.5098    3.0000    0.9995    0.9994    0.4630    0.3755    3.6913    0.1521  4.8704E-01    -21.9511  3.7977E+01
11674.1201    3.0000    0.9995    0.9994    0.4683    0.3782    3.6912    0.1524  4.9231E-01    -21.9511  3.7444E+01
11680.6631    3.0000    0.9995    0.9994    0.4735    0.3810    3.6912    0.1527  4.9761E-01    -21.9511  3.6919E+01
11687.1416    3.0000    0.9995    0.9994    0.4787    0.3837    3.6911    0.1530  5.0292E-01    -21.9511  3.6402E+01
11693.5547    3.0000    0.9995    0.9994    0.4840    0.3865    3.6910    0.1533  5.0825E-01    -21.9511  3.5892E+01
11699.9043    3.0000    0.9995    0.9993    0.4892    0.3892    3.6909    0.1537  5.1360E-01    -21.9511  3.5391E+01
11706.1895    3.0000    0.9995    0.9993    0.4945    0.3920    3.6909    0.1540  5.1896E-01    -21.9511  3.4897E+01
11712.4121    3.0000    0.9995    0.9993    0.4997    0.3948    3.6908    0.1543  5.2434E-01    -21.9511  3.4411E+01
11718.5732    3.0000    0.9995    0.9993    0.5049    0.3975    3.6907    0.1546  5.2973E-01    -21.9511  3.3932E+01
11724.6719    3.0000    0.9995    0.9993    0.5102    0.4003    3.6907    0.1549  5.3513E-01    -21.9511  3.3460E+01
11730.7100    3.0000    0.9995    0.9993    0.5154    0.4031    3.6906    0.1552  5.4055E-01    -21.9511  3.2996E+01
11736.6875    3.0000    0.9995    0.9993    0.5206    0.4059    3.6905    0.1555  5.4598E-01    -21.9511  3.2538E+01
11742.6055    3.0000    0.9995    0.9993    0.5259    0.4086    3.6904    0.1558  5.5141E-01    -21.9511  3.2087E+01
11748.4639    3.0000    0.9995    0.9993    0.5311    0.4114    3.6903    0.1561  5.5686E-01    -21.9511  3.1644E+01
11754.2637    3.0000    0.9995    0.9993    0.5364    0.4142    3.6903    0.1565  5.6231E-01    -21.9511  3.1206E+01
11760.0059    3.0000    0.9995    0.9992    0.5416    0.4170    3.6902    0.1568  5.6777E-01    -21.9511  3.0775E+01
11765.6904    3.0000    0.9995    0.9992    0.5468    0.4198    3.6901    0.1571  5.7324E-01    -21.9511  3.0351E+01
11771.3184    3.0000    0.9995    0.9992    0.5521    0.4225    3.6900    0.1574  5.7871E-01    -21.9511  2.9933E+01
11776.8896    3.0000    0.9995    0.9992    0.5573    0.4253    3.6899    0.1577  5.8418E-01    -21.9511  2.9521E+01
11782.4062    3.0000    0.9995    0.9992    0.5625    0.4281    3.6898    0.1580  5.8965E-01    -21.9511  2.9116E+01
11787.8662    3.0000    0.9995    0.9992    0.5678    0.4309    3.6898    0.1584  5.9512E-01    -21.9511  2.8716E+01
11793.2725    3.0000    0.9995    0.9992    0.5730    0.4337    3.6897    0.1587  6.0059E-01    -21.9511  2.8322E+01
11798.6250    3.0000    0.9995    0.9992    0.5783    0.4365    3.6896    0.1590  6.0605E-01    -21.9511  2.7934E+01
11803.9229    3.0000    0.9995    0.9992    0.5835    0.4393    3.6895    0.1593  6.1151E-01    -21.9511  2.7552E+01
11809.1689    3.0000    0.9995    0.9992    0.5887    0.4421    3.6894    0.1596  6.1696E-01    -21.9511  2.7175E+01
11814.3613    3.0000    0.9995    0.9991    0.5940    0.4449    3.6893    0.1600  6.2240E-01    -21.9511  2.6804E+01
11819.5029    3.0000    0.9995    0.9991    0.5992    0.4477    3.6892    0.1603  6.2783E-01    -21.9511  2.6439E+01
11824.5928    3.0000    0.9995    0.9991    0.6044    0.4505    3.6891    0.1606  6.3325E-01    -21.9511  2.6078E+01
11829.6309    3.0000    0.9995    0.9991    0.6097    0.4533    3.6890    0.1609  6.3865E-01    -21.9511  2.5723E+01
11834.6191    3.0000    0.9995    0.9991    0.6149    0.4561    3.6889    0.1612  6.4404E-01    -21.9511  2.5373E+01
11839.5576    3.0000    0.9995    0.9991    0.6202    0.4589    3.6888    0.1616  6.4940E-01    -21.9511  2.5029E+01
11844.4473    3.0000    0.9995    0.9991    0.6254    0.4617    3.6887    0.1619  6.5475E-01    -21.9511  2.4689E+01
11849.2871    3.0000    0.9995    0.9991    0.6306    0.4646    3.6886    0.1622  6.6007E-01    -21.9511  2.4354E+01
11854.0791    3.0000    0.9995    0.9990    0.6359    0.4674    3.6886    0.1625  6.6537E-01    -21.9511  2.4024E+01
11858.8232    3.0000    0.9995    0.9990    0.6411    0.4702    3.6885    0.1629  6.7063E-01    -21.9511  2.3699E+01
11863.5195    3.0000    0.9995    0.9990    0.6463    0.4730    3.6884    0.1632  6.7587E-01    -21.9511  2.3378E+01
11868.1689    3.0000    0.9995    0.9990    0.6516    0.4758    3.6882    0.1635  6.8108E-01    -21.9511  2.3062E+01
11872.7725    3.0000    0.9995    0.9990    0.6568    0.4787    3.6881    0.1639  6.8624E-01    -21.9511  2.2751E+01
11877.3291    3.0000    0.9995    0.9990    0.6621    0.4815    3.6880    0.1642  6.9137E-01    -21.9511  2.2444E+01
11881.8408    3.0000    0.9995    0.9990    0.6673    0.4843    3.6879    0.1645  6.9646E-01    -21.9511  2.2141E+01
11886.3066    3.0000    0.9995    0.9990    0.6725    0.4871    3.6878    0.1649  7.0151E-01    -21.9511  2.1843E+01
11890.7285    3.0000    0.9995    0.9989    0.6778    0.4900    3.6877    0.1652  7.0650E-01    -21.9511  2.1549E+01
11895.1064    3.0000    0.9995    0.9989    0.6830    0.4928    3.6876    0.1655  7.1145E-01    -21.9511  2.1259E+01
11899.4395    3.0000    0.9995    0.9989    0.6882    0.4956    3.6875    0.1658  7.1634E-01    -21.9511  2.0974E+01
11903.7295    3.0000    0.9995    0.9989    0.6935    0.4985    3.6874    0.1662  7.2118E-01    -21.9511  2.0692E+01
11907.9775    3.0000    0.9995    0.9989    0.6987    0.5013    3.6873    0.1665  7.2595E-01    -21.9511  2.0415E+01
11912.1826    3.0000    0.9995    0.9989    0.7040    0.5042    3.6872    0.1669  7.3066E-01    -21.9511  2.0141E+01
11916.3447    3.0000    0.9995    0.9989    0.7092    0.5070    3.6871    0.1672  7.3531E-01    -21.9511  1.9871E+01
11920.4668    3.0000    0.9995    0.9989    0.7144    0.5098    3.6870    0.1675  7.3988E-01    -21.9511  1.9605E+01
11924.5469    3.0000    0.9995    0.9988    0.7197    0.5127    3.6868    0.1679  7.4438E-01    -21.9511  1.9343E+01
11928.5859    3.0000    0.9995    0.9988    0.7249    0.5155    3.6867    0.1682  7.4880E-01    -21.9511  1.9085E+01
11932.5850    3.0000    0.9995    0.9988    0.7302    0.5184    3.6866    0.1685  7.5314E-01    -21.9511  1.8830E+01
11936.5439    3.0000    0.9995    0.9988    0.7354    0.5212    3.6865    0.1689  7.5739E-01    -21.9511  1.8578E+01
11940.4629    3.0000    0.9995    0.9988    0.7406    0.5241    3.6864    0.1692  7.6154E-01    -21.9511  1.8331E+01
11944.3428    3.0000    0.9995    0.9988    0.7459    0.5270    3.6863    0.1696  7.6561E-01    -21.9511  1.8086E+01
11948.1846    3.0000    0.9995    0.9988    0.7511    0.5298    3.6861    0.1699  7.6957E-01    -21.9511  1.7845E+01
11951.9873    3.0000    0.9995    0.9987    0.7563    0.5327    3.6860    0.1702  7.7343E-01    -21.9511  1.7608E+01
11955.7520    3.0000    0.9995    0.9987    0.7616    0.5355    3.6859    0.1706  7.7718E-01    -21.9511  1.7374E+01
11959.4795    3.0000    0.9995    0.9987    0.7668    0.5384    3.6858    0.1709  7.8081E-01    -21.9511  1.7143E+01
11963.1689    3.0000    0.9995    0.9987    0.7721    0.5413    3.6856    0.1713  7.8432E-01    -21.9511  1.6915E+01
11966.8223    3.0000    0.9995    0.9987    0.7773    0.5441    3.6855    0.1716  7.8771E-01    -21.9511  1.6690E+01
11970.4385    3.0000    0.9995    0.9987    0.7825    0.5470    3.6854    0.1720  7.9097E-01    -21.9511  1.6469E+01
11974.0186    3.0000    0.9995    0.9987    0.7878    0.5499    3.6853    0.1723  7.9409E-01    -21.9511  1.6251E+01
11977.5635    3.0000    0.9995    0.9986    0.7930    0.5528    3.6851    0.1727  7.9707E-01    -21.9511  1.6035E+01
11981.0723    3.0000    0.9995    0.9986    0.7982    0.5556    3.6850    0.1730  7.9990E-01    -21.9511  1.5823E+01
11984.5459    3.0000    0.9995    0.9986    0.8035    0.5585    3.6849    0.1733  8.0258E-01    -21.9511  1.5613E+01
11987.9854    3.0000    0.9995    0.9986    0.8087    0.5614    3.6847    0.1737  8.0510E-01    -21.9511  1.5407E+01
11991.3906    3.0000    0.9995    0.9986    0.8140    0.5643    3.6846    0.1740  8.0745E-01    -21.9511  1.5203E+01
11994.7617    3.0000    0.9995    0.9986    0.8192    0.5672    3.6845    0.1744  8.0963E-01    -21.9511  1.5002E+01
11998.0986    3.0000    0.9995    0.9985    0.8244    0.5701    3.6843    0.1747  8.1162E-01    -21.9511  1.4804E+01
12001.4023    3.0000    0.9995    0.9985    0.8297    0.5729    3.6842    0.1751  8.1344E-01    -21.9511  1.4608E+01
12004.6729    3.0000    0.9995    0.9985    0.8349    0.5758    3.6841    0.1754  8.1505E-01    -21.9511  1.4415E+01
12007.9111    3.0000    0.9995    0.9985    0.8401    0.5787    3.6839    0.1758  8.1647E-01    -21.9511  1.4225E+01
12011.1162    3.0000    0.9995    0.9985    0.8454    0.5816    3.6838    0.1762  8.1768E-01    -21.9511  1.4038E+01
12014.2900    3.0000    0.9995    0.9985    0.8506    0.5845    3.6837    0.1765  8.1867E-01    -21.9511  1.3853E+01
12017.4316    3.0000    0.9995    0.9984    0.8559    0.5874    3.6835    0.1769  8.1943E-01    -21.9511  1.3670E+01
12020.5420    3.0000    0.9995    0.9984    0.8611    0.5903    3.6834    0.1772  8.1996E-01    -21.9511  1.3490E+01
12023.6211    3.0000    0.9995    0.9984    0.8663    0.5932    3.6832    0.1776  8.2025E-01    -21.9511  1.3312E+01
12026.6699    3.0000    0.9995    0.9984    0.8716    0.5961    3.6831    0.1779  8.2029E-01    -21.9511  1.3137E+01
12029.6875    3.0000    0.9995    0.9984    0.8768    0.5990    3.6830    0.1783  8.2008E-01    -21.9511  1.2965E+01
12032.6758    3.0000    0.9995    0.9984    0.8820    0.6019    3.6828    0.1787  8.1970E-01    -21.9511  1.2794E+01
12035.6338    3.0000    0.9995    0.9983    0.8873    0.6049    3.6827    0.1790  8.1932E-01    -21.9511  1.2626E+01
12038.5625    3.0000    0.9995    0.9983    0.8925    0.6078    3.6825    0.1794  8.1894E-01    -21.9511  1.2460E+01
12041.4609    3.0000    0.9995    0.9983    0.8978    0.6107    3.6824    0.1797  8.1856E-01    -21.9511  1.2296E+01
12044.3311    3.0000    0.9995    0.9983    0.9030    0.6136    3.6822    0.1801  8.1818E-01    -21.9511  1.2135E+01
12047.1729    3.0000    0.9995    0.9983    0.9082    0.6165    3.6821    0.1805  8.1780E-01    -21.9511  1.1976E+01
12049.9854    3.0000    0.9995    0.9982    0.9135    0.6194    3.6819    0.1808  8.1742E-01    -21.9511  1.1819E+01
12052.7705    3.0000    0.9995    0.9982    0.9187    0.6224    3.6818    0.1812  8.1704E-01    -21.9511  1.1664E+01
12055.5273    3.0000    0.9995    0.9982    0.9239    0.6253    3.6816    0.1815  8.1665E-01    -21.9511  1.1511E+01
12058.2568    3.0000    0.9995    0.9982    0.9292    0.6282    3.6815    0.1819  8.1627E-01    -21.9511  1.1360E+01
12060.9590    3.0000    0.9995    0.9982    0.9344    0.6312    3.6813    0.1823  8.1588E-01    -21.9511  1.1211E+01
12063.6338    3.0000    0.9995    0.9981    0.9397    0.6341    3.6811    0.1826  8.1550E-01    -21.9511  1.1064E+01
12066.2822    3.0000    0.9995    0.9981    0.9449    0.6370    3.6810    0.1830  8.1511E-01    -21.9511  1.0919E+01
12068.9043    3.0000    0.9995    0.9981    0.9501    0.6400    3.6808    0.1834  8.1472E-01    -21.9511  1.0776E+01
12071.5000    3.0000    0.9995    0.9981    0.9554    0.6429    3.6807    0.1838  8.1433E-01    -21.9511  1.0635E+01
12074.0703    3.0000    0.9995    0.9981    0.9606    0.6458    3.6805    0.1841  8.1394E-01    -21.9511  1.0496E+01
12076.6143    3.0000    0.9995    0.9980    0.9659    0.6488    3.6803    0.1845  8.1355E-01    -21.9511  1.0359E+01
12079.1328    3.0000    0.9995    0.9980    0.9711    0.6517    3.6802    0.1849  8.1316E-01    -21.9511  1.0223E+01
12081.6260    3.0000    0.9995    0.9980    0.9763    0.6547    3.6800    0.1852  8.1277E-01    -21.9511  1.0089E+01
12084.0947    3.0000    0.9995    0.9980    0.9816    0.6576    3.6799    0.1856  8.1237E-01    -21.9511  9.9576E+00
12086.5381    3.0000    0.9995    0.9980    0.9868    0.6606    3.6797    0.1860  8.1198E-01    -21.9511  9.8274E+00
12088.9570    3.0000    0.9995    0.9979    0.9920    0.6635    3.6795    0.1864  8.1158E-01    -21.9511  9.6990E+00
12091.3525    3.0000    0.9995    0.9979    0.9973    0.6665    3.6794    0.1867  8.1119E-01    -21.9511  9.5723E+00
12093.7236    3.0000    0.9995    0.9979    1.0025    0.6694    3.6792    0.1871  8.1079E-01    -21.9511  9.4472E+00
12096.0713    3.0000    0.9995    0.9979    1.0078    0.6724    3.6790    0.1875  8.1039E-01    -21.9511  9.3238E+00
12098.3955    3.0000    0.9995    0.9978    1.0130    0.6753    3.6788    0.1879  8.0999E-01    -21.9511  9.2020E+00
12100.6963    3.0000    0.9995    0.9978    1.0182    0.6783    3.6787    0.1882  8.0959E-01    -21.9511  9.0819E+00
12102.9736    3.0000    0.9995    0.9978    1.0235    0.6813    3.6785    0.1886  8.0919E-01    -21.9511  8.9633E+00
12105.2285    3.0000    0.9995    0.9978    1.0287    0.6842    3.6783    0.1890  8.0879E-01    -21.9511  8.8463E+00
12107.4609    3.0000    0.9995    0.9978    1.0339    0.6872    3.6782    0.1894  8.0838E-01    -21.9511  8.7308E+00
12109.6709    3.0000    0.9995    0.9977    1.0392    0.6902    3.6780    0.1898  8.0798E-01    -21.9511  8.6169E+00
12111.8594    3.0000    0.9995    0.9977    1.0444    0.6931    3.6778    0.1901  8.0757E-01    -21.9511  8.5044E+00
12114.0254    3.0000    0.9995    0.9977    1.0497    0.6961    3.6776    0.1905  8.0717E-01    -21.9511  8.3934E+00
12116.1699    3.0000    0.9995    0.9977    1.0549    0.6991    3.6774    0.1909  8.0676E-01    -21.9511  8.2839E+00
12118.2930    3.0000    0.9995    0.9976    1.0601    0.7021    3.6773    0.1913  8.0635E-01    -21.9511  8.1759E+00
12120.3945    3.0000    0.9995    0.9976    1.0654    0.7050    3.6771    0.1917  8.0594E-01    -21.9511  8.0692E+00
12122.4756    3.0000    0.9995    0.9976    1.0706    0.7080    3.6769    0.1921  8.0553E-01    -21.9511  7.9639E+00
12124.5352    3.0000    0.9995    0.9976    1.0758    0.7110    3.6767    0.1924  8.0512E-01    -21.9511  7.8601E+00
12126.5742    3.0000    0.9995    0.9975    1.0811    0.7140    3.6765    0.1928  8.0471E-01    -21.9511  7.7575E+00
12128.5938    3.0000    0.9995    0.9975    1.0863    0.7170    3.6764    0.1932  8.0429E-01    -21.9511  7.6564E+00
12130.5928    3.0000    0.9995    0.9975    1.0916    0.7200    3.6762    0.1936  8.0388E-01    -21.9511  7.5565E+00
12132.5713    3.0000    0.9995    0.9975    1.0968    0.7230    3.6760    0.1940  8.0347E-01    -21.9511  7.4580E+00
12134.5303    3.0000    0.9995    0.9974    1.1020    0.7260    3.6758    0.1944  8.0305E-01    -21.9511  7.3607E+00
12136.4697    3.0000    0.9995    0.9974    1.1073    0.7290    3.6756    0.1948  8.0263E-01    -21.9511  7.2647E+00
12138.3896    3.0000    0.9995    0.9974    1.1125    0.7320    3.6754    0.1952  8.0221E-01    -21.9511  7.1700E+00
12140.2900    3.0000    0.9995    0.9974    1.1177    0.7350    3.6752    0.1956  8.0179E-01    -21.9511  7.0765E+00
12142.1719    3.0000    0.9995    0.9973    1.1230    0.7380    3.6750    0.1960  8.0137E-01    -21.9511  6.9842E+00
12144.0352    3.0000    0.9995    0.9973    1.1282    0.7410    3.6748    0.1964  8.0095E-01    -21.9511  6.8931E+00
12145.8799    3.0000    0.9995    0.9973    1.1335    0.7440    3.6746    0.1967  8.0053E-01    -21.9511  6.8032E+00
12147.7051    3.0000    0.9995    0.9973    1.1387    0.7470    3.6745    0.1971  8.0011E-01    -21.9511  6.7145E+00
12149.5127    3.0000    0.9995    0.9972    1.1439    0.7500    3.6743    0.1975  7.9968E-01    -21.9511  6.6269E+00
12151.3027    3.0000    0.9995    0.9972    1.1492    0.7530    3.6741    0.1979  7.9926E-01    -21.9511  6.5405E+00
12153.0742    3.0000    0.9995    0.9972    1.1544    0.7560    3.6739    0.1983  7.9883E-01    -21.9511  6.4552E+00
12154.8281    3.0000    0.9995    0.9971    1.1596    0.7590    3.6737    0.1987  7.9840E-01    -21.9511  6.3710E+00
12156.5645    3.0000    0.9995    0.9971    1.1649    0.7621    3.6735    0.1991  7.9797E-01    -21.9511  6.2879E+00
12158.2842    3.0000    0.9995    0.9971    1.1701    0.7651    3.6733    0.1995  7.9754E-01    -21.9511  6.2059E+00
12159.9854    3.0000    0.9995    0.9970    1.1754    0.7681    3.6731    0.1999  7.9711E-01    -21.9511  6.1249E+00
12161.6709    3.0000    0.9995    0.9970    1.1806    0.7711    3.6729    0.2003  7.9668E-01    -21.9511  6.0450E+00
12163.3389    3.0000    0.9995    0.9970    1.1858    0.7742    3.6726    0.2007  7.9625E-01    -21.9511  5.9661E+00
12164.9902    3.0000    0.9995    0.9970    1.1911    0.7772    3.6724    0.2011  7.9581E-01    -21.9511  5.8883E+00
12166.6250    3.0000    0.9995    0.9969    1.1963    0.7802    3.6722    0.2016  7.9538E-01    -21.9511  5.8114E+00
12168.2432    3.0000    0.9995    0.9969    1.2016    0.7833    3.6720    0.2020  7.9494E-01    -21.9511  5.7356E+00
12169.8457    3.0000    0.9995    0.9969    1.2068    0.7863    3.6718    0.2024  7.9450E-01    -21.9511  5.6607E+00
12171.4316    3.0000    0.9995    0.9968    1.2120    0.7893    3.6716    0.2028  7.9407E-01    -21.9511  5.5868E+00
12173.0020    3.0000    0.9995    0.9968    1.2173    0.7924    3.6714    0.2032  7.9363E-01    -21.9511  5.5139E+00
12174.5566    3.0000    0.9995    0.9968    1.2225    0.7954    3.6712    0.2036  7.9319E-01    -21.9511  5.4419E+00
12176.0957    3.0000    0.9995    0.9967    1.2277    0.7985    3.6710    0.2040  7.9274E-01    -21.9511  5.3708E+00
12177.6201    3.0000    0.9995    0.9967    1.2330    0.8015    3.6708    0.2044  7.9230E-01    -21.9511  5.3006E+00
12179.1279    3.0000    0.9995    0.9967    1.2382    0.8045    3.6706    0.2048  7.9186E-01    -21.9511  5.2314E+00
12180.6221    3.0000    0.9995    0.9966    1.2435    0.8076    3.6703    0.2052  7.9141E-01    -21.9511  5.1630E+00
12182.1006    3.0000    0.9995    0.9966    1.2487    0.8106    3.6701    0.2056  7.9097E-01    -21.9511  5.0956E+00
12183.5635    3.0000    0.9995    0.9966    1.2539    0.8137    3.6699    0.2061  7.9052E-01    -21.9511  5.0290E+00
12185.0127    3.0000    0.9995    0.9965    1.2592    0.8168    3.6697    0.2065  7.9007E-01    -21.9511  4.9632E+00
12186.4473    3.0000    0.9995    0.9965    1.2644    0.8198    3.6695    0.2069  7.8962E-01    -21.9511  4.8983E+00
12187.8682    3.0000    0.9995    0.9965    1.2696    0.8229    3.6692    0.2073  7.8917E-01    -21.9511  4.8343E+00
12189.2734    3.0000    0.9995    0.9964    1.2749    0.8259    3.6690    0.2077  7.8872E-01    -21.9511  4.7711E+00
12190.6660    3.0000    0.9995    0.9964    1.2801    0.8290    3.6688    0.2081  7.8826E-01    -21.9511  4.7086E+00
12192.0439    3.0000    0.9995    0.9964    1.2854    0.8321    3.6686    0.2086  7.8781E-01    -21.9511  4.6470E+00
12193.4082    3.0000    0.9995    0.9963    1.2906    0.8351    3.6683    0.2090  7.8735E-01    -21.9511  4.5862E+00
12194.7588    3.0000    0.9995    0.9963    1.2958    0.8382    3.6681    0.2094  7.8690E-01    -21.9511  4.5262E+00
12196.0957    3.0000    0.9995    0.9963    1.3011    0.8413    3.6679    0.2098  7.8644E-01    -21.9511  4.4669E+00
12197.4199    3.0000    0.9995    0.9962    1.3063    0.8444    3.6677    0.2102  7.8598E-01    -21.9511  4.4084E+00
12198.7305    3.0000    0.9995    0.9962    1.3115    0.8474    3.6674    0.2107  7.8552E-01    -21.9511  4.3507E+00
12200.0273    3.0000    0.9995    0.9961    1.3168    0.8505    3.6672    0.2111  7.8506E-01    -21.9511  4.2937E+00
12201.3115    3.0000    0.9995    0.9961    1.3220    0.8536    3.6670    0.2115  7.8460E-01    -21.9511  4.2374E+00
